"","row","item","version","letter","sentence","sentence_spr","im_jahr","year","future","pp","objnp","qm1","fact","qm2","verb","comma","spillover_verb","name","spillover_pp","full_sentence","condition","list","life_status","yes_F","yes_J","life_mismatch","fact_mismatch","type","created","occupation","file_name"
"847",207,13,49,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Anne Cunningham","post-task","post-task","fake","L5","fake","post-task","post-task","fake","fake","post-task","post-task","post-task","post-task"
"848",208,15,19,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Omar Sharif","post-task","post-task","life-fact mismatch","L5","dead","post-task","post-task","yes","yes","post-task","post-task","post-task","post-task"
"849",209,15,36,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Aretha Franklin","post-task","post-task","real","L5","dead","post-task","post-task","real","real","post-task","post-task","post-task","post-task"
"850",210,16,2,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Humphrey Bogart","post-task","post-task","full match","L5","dead","post-task","post-task","no","no","post-task","post-task","post-task","post-task"
"851",211,17,15,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Mao Zedong","post-task","post-task","life mismatch","L5","dead","post-task","post-task","yes","no","post-task","post-task","post-task","post-task"
"852",212,17,30,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Cristiano Ronaldo","post-task","post-task","real","L5","alive","post-task","post-task","real","real","post-task","post-task","post-task","post-task"
"853",213,17,33,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Abraham Lincoln","post-task","post-task","real","L5","dead","post-task","post-task","real","real","post-task","post-task","post-task","post-task"
"854",214,20,10,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Simon Beckett","post-task","post-task","fact mismatch","L5","alive","post-task","post-task","no","yes","post-task","post-task","post-task","post-task"
"855",215,25,5,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Sergei Eisenstein","post-task","post-task","full match","L5","dead","post-task","post-task","no","no","post-task","post-task","post-task","post-task"
"856",216,25,20,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Bradley Cooper","post-task","post-task","life-fact mismatch","L5","alive","post-task","post-task","yes","yes","post-task","post-task","post-task","post-task"
"857",217,25,35,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Christopher Lee","post-task","post-task","real","L5","dead","post-task","post-task","real","real","post-task","post-task","post-task","post-task"
"858",218,25,41,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Laura Reitsch","post-task","post-task","fake","L5","fake","post-task","post-task","fake","fake","post-task","post-task","post-task","post-task"
"859",219,28,12,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Niki Lauda","post-task","post-task","life mismatch","L5","dead","post-task","post-task","yes","no","post-task","post-task","post-task","post-task"
"860",220,28,21,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Scarlett Johansson","post-task","post-task","real","L5","alive","post-task","post-task","real","real","post-task","post-task","post-task","post-task"
"861",221,28,29,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Steven Spielberg","post-task","post-task","real","L5","alive","post-task","post-task","real","real","post-task","post-task","post-task","post-task"
"862",222,30,8,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Til Schweiger","post-task","post-task","fact mismatch","L5","alive","post-task","post-task","no","yes","post-task","post-task","post-task","post-task"
"863",223,34,45,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Stefan Beck","post-task","post-task","fake","L5","fake","post-task","post-task","fake","fake","post-task","post-task","post-task","post-task"
"864",224,35,1,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Russell Crowe","post-task","post-task","full match","L5","alive","post-task","post-task","no","no","post-task","post-task","post-task","post-task"
"865",225,35,28,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Angela Merkel","post-task","post-task","real","L5","alive","post-task","post-task","real","real","post-task","post-task","post-task","post-task"
"866",226,35,38,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Anne Frank","post-task","post-task","real","L5","dead","post-task","post-task","real","real","post-task","post-task","post-task","post-task"
"867",227,36,46,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Harrison Bradley","post-task","post-task","fake","L5","fake","post-task","post-task","fake","fake","post-task","post-task","post-task","post-task"
"868",228,39,14,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Anthony Perkins","post-task","post-task","life mismatch","L5","dead","post-task","post-task","yes","no","post-task","post-task","post-task","post-task"
"869",229,39,34,"post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","post-task","Tupac","post-task","post-task","real","L5","dead","post-task","post-task","real","real","post-task","post-task","post-task","post-task"
